# time rdo00 rdo01 rdo10 rdo11
491.96234268866715 (0.5+0j) (0.1634801174505365+0.0018323172242553185j) (0.1634801174505365-0.0018323172242553098j) (0.5+0j)
496.09648002218535 (0.5+0j) (0.1633687525362717+0.0018464574621398768j) (0.1633687525362717-0.0018464574621398703j) (0.5+0j)
500.23061735570354 (0.5+0j) (0.16330798501762864+0.0018611533898595628j) (0.16330798501762864-0.0018611533898595508j) (0.5+0j)
504.36475468922174 (0.5+0j) (0.16329732949806594+0.0018764137281073318j) (0.16329732949806594-0.0018764137281073116j) (0.5+0j)
508.49889202274 (0.5+0j) (0.16333630944199665+0.001892247117402085j) (0.16333630944199665-0.0018922471174020576j) (0.5+0j)
512.6330293562582 (0.5+0j) (0.16342445648372353+0.001908662114190816j) (0.16342445648372353-0.001908662114190777j) (0.5+0j)
516.7671666897764 (0.5+0j) (0.1635613096841947+0.0019256671859458178j) (0.1635613096841947-0.0019256671859457749j) (0.5+0j)
520.9013040232946 (0.5+0j) (0.16374641473734813+0.001943270705243619j) (0.16374641473734813-0.0019432707052435716j) (0.5+0j)
525.0354413568128 (0.5+0j) (0.16397932312769795+0.0019614809428121355j) (0.16397932312769795-0.0019614809428120743j) (0.5+0j)
529.169578690331 (0.5+0j) (0.16425959124072748+0.001980306059532785j) (0.16425959124072753-0.0019803060595327223j) (0.5+0j)
533.3037160238492 (0.5+0j) (0.16458677942758343+0.001999754097384575j) (0.1645867794275835-0.001999754097384515j) (0.5+0j)
537.4378533573674 (0.5+0j) (0.16496045102539394+0.002019832969316566j) (0.16496045102539403-0.0020198329693165134j) (0.5+0j)
541.5719906908856 (0.5+0j) (0.1653801713332459+0.0020405504480247773j) (0.165380171333246-0.0020405504480247335j) (0.5+0j)
545.7061280244038 (0.5+0j) (0.16584550654936006+0.0020619141536531646j) (0.1658455065493602-0.002061914153653129j) (0.5+0j)
549.8402653579221 (0.5+0j) (0.16635602266751917+0.002083931540390461j) (0.16635602266751937-0.002083931540390433j) (0.5+0j)
553.9744026914403 (0.5+0j) (0.16691128433391145+0.0021066098819474063j) (0.16691128433391164-0.002106609881947386j) (0.5+0j)
558.1085400249585 (0.5+0j) (0.1675108536664319+0.002129956255910182j) (0.16751085366643212-0.002129956255910169j) (0.5+0j)
562.2426773584767 (0.5+0j) (0.16815428903787508+0.002153977526963668j) (0.16815428903787533-0.0021539775269636616j) (0.5+0j)
566.3768146919949 (0.5+0j) (0.1688411438245091+0.0021786803289800096j) (0.16884114382450935-0.002178680328980009j) (0.5+0j)
570.5109520255131 (0.5+0j) (0.16957096512159225+0.002204071045970012j) (0.16957096512159256-0.0022040710459700174j) (0.5+0j)
574.6450893590313 (0.5+0j) (0.17034329242751708+0.0022301557918976457j) (0.17034329242751742-0.0022301557918976565j) (0.5+0j)
578.7792266925496 (0.5+0j) (0.17115765629838475+0.0022569403893608025j) (0.17115765629838509-0.002256940389360818j) (0.5+0j)
582.9133640260678 (0.5+0j) (0.1720135769749576+0.0022844303471446815j) (0.17201357697495792-0.0022844303471447015j) (0.5+0j)
587.047501359586 (0.5+0j) (0.17291056298411567+0.002312630836658051j) (0.172910562984116-0.0023126308366580753j) (0.5+0j)
591.1816386931042 (0.5+0j) (0.1738481097171348+0.002341546667266783j) (0.17384810971713513-0.0023415466672668116j) (0.5+0j)
595.3157760266224 (0.5+0j) (0.17482569798731684+0.00237118226054371j) (0.17482569798731717-0.0023711822605437423j) (0.5+0j)
599.4499133601406 (0.5+0j) (0.17584279256973587+0.00240154162345893j) (0.17584279256973623-0.002401541623458965j) (0.5+0j)
603.5840506936588 (0.5+0j) (0.17689884072611858+0.00243262832054027j) (0.17689884072611894-0.0024326283205403075j) (0.5+0j)
607.718188027177 (0.5+0j) (0.17799327071814644+0.0024644454450396245j) (0.1779932707181468-0.0024644454450396635j) (0.5+0j)
611.8523253606952 (0.5+0j) (0.1791254903127569+0.0024969955891473833j) (0.17912549031275724-0.0024969955891474232j) (0.5+0j)
615.9864626942135 (0.5+0j) (0.18029488528332344+0.002530280813304127j) (0.1802948852833238-0.002530280813304168j) (0.5+0j)
620.1206000277317 (0.5+0j) (0.1815008179109118+0.0025643026146661536j) (0.18150081791091216-0.002564302614666195j) (0.5+0j)
624.2547373612499 (0.5+0j) (0.18274262549013773+0.002599061894789248j) (0.1827426254901381-0.00259906189478929j) (0.5+0j)
628.3888746947681 (0.5+0j) (0.18401961884449017+0.0026345589266033474j) (0.18401961884449053-0.00263455892660339j) (0.5+0j)
632.5230120282863 (0.5+0j) (0.1853310808563269+0.0026707933207593703j) (0.18533108085632727-0.0026707933207594124j) (0.5+0j)
636.6571493618045 (0.5+0j) (0.1866762650170973+0.002707763991438454j) (0.1866762650170977-0.0027077639914384953j) (0.5+0j)
640.7912866953227 (0.5+0j) (0.1880543940036955+0.002745469121723095j) (0.18805439400369592-0.0027454691217231346j) (0.5+0j)
644.925424028841 (0.5+0j) (0.1894646582871902+0.002783906128639207j) (0.1894646582871906-0.002783906128639244j) (0.5+0j)
649.0595613623592 (0.5+0j) (0.19090621478051567+0.0028230716279877884j) (0.19090621478051611-0.002823071627987823j) (0.5+0j)
653.1936986958774 (0.5+0j) (0.19237818553203426+0.002862961399094735j) (0.1923781855320347-0.002862961399094766j) (0.5+0j)
657.3278360293956 (0.5+0j) (0.19387965647219058+0.002903570349617142j) (0.19387965647219105-0.0029035703496171697j) (0.5+0j)
661.4619733629138 (0.5+0j) (0.19540967622076935+0.002944892480554323j) (0.19540967622076982-0.002944892480554347j) (0.5+0j)
665.596110696432 (0.5+0j) (0.1969672549625332+0.0029869208516214076j) (0.19696725496253367-0.0029869208516214276j) (0.5+0j)
669.7302480299502 (0.5+0j) (0.1985513633992549+0.003029647547152887j) (0.19855136339925536-0.0030296475471529023j) (0.5+0j)
673.8643853634684 (0.5+0j) (0.200160931786359+0.003073063642712609j) (0.20016093178635946-0.0030730636427126192j) (0.5+0j)
677.9985226969866 (0.5+0j) (0.20179484906255232+0.003117159172595421j) (0.20179484906255282-0.0031171591725954267j) (0.5+0j)
682.1326600305049 (0.5+0j) (0.20345196208094043+0.0031619230984138527j) (0.20345196208094093-0.0031619230984138535j) (0.5+0j)
686.2667973640231 (0.5+0j) (0.20513107495019806+0.003207343278970697j) (0.20513107495019856-0.003207343278970692j) (0.5+0j)
690.4009346975413 (0.5+0j) (0.2068309484943779+0.0032534064416250923j) (0.20683094849437844-0.0032534064416250823j) (0.5+0j)
694.5350720310595 (0.5+0j) (0.20855029983990098+0.003300098155365513j) (0.20855029983990153-0.003300098155365497j) (0.5+0j)
698.6692093645777 (0.5+0j) (0.21028780213816786+0.003347402805807875j) (0.21028780213816842-0.003347402805807853j) (0.5+0j)
702.8033466980959 (0.5+0j) (0.21204208443206182+0.003395303572340624j) (0.2120420844320624-0.0033953035723405947j) (0.5+0j)
706.9374840316141 (0.5+0j) (0.21381173167437623+0.003443782407641045j) (0.2138117316743768-0.0034437824076410098j) (0.5+0j)
711.0716213651324 (0.5+0j) (0.21559528490588808+0.0034928200197881093j) (0.21559528490588867-0.0034928200197880677j) (0.5+0j)
715.2057586986506 (0.5+0j) (0.21739124160041584+0.003542395857196676j) (0.21739124160041642-0.003542395857196628j) (0.5+0j)
719.3398960321688 (0.5+0j) (0.21919805618373847+0.003592488096595892j) (0.21919805618373905-0.0035924880965958377j) (0.5+0j)
723.474033365687 (0.5+0j) (0.22101414073271602+0.0036430736342709553j) (0.22101414073271664-0.0036430736342708946j) (0.5+0j)
727.6081706992052 (0.5+0j) (0.22283786586033769+0.0036941280807819958j) (0.2228378658603383-0.0036941280807819277j) (0.5+0j)
731.7423080327234 (0.5+0j) (0.22466756179173236+0.003745625759366635j) (0.22466756179173297-0.00374562575936656j) (0.5+0j)
735.8764453662416 (0.5+0j) (0.22650151963541174+0.0037975397082237587j) (0.22650151963541235-0.0037975397082236767j) (0.5+0j)
740.0105826997598 (0.5+0j) (0.2283379928531764+0.0038498416868651014j) (0.22833799285317705-0.003849841686865011j) (0.5+0j)
744.144720033278 (0.5+0j) (0.23017519893120886+0.0039025021867084447j) (0.2301751989312095-0.0039025021867083475j) (0.5+0j)
748.2788573667963 (0.5+0j) (0.23201132125390253+0.003955490446071556j) (0.2320113212539032-0.003955490446071451j) (0.5+0j)
752.4129947003145 (0.5+0j) (0.23384451118094335+0.004008774469709403j) (0.23384451118094401-0.004008774469709291j) (0.5+0j)
756.5471320338327 (0.5+0j) (0.23567289032707034+0.004062321053018842j) (0.235672890327071-0.004062321053018723j) (0.5+0j)
760.6812693673509 (0.5+0j) (0.2374945530428057+0.004116095811014828j) (0.23749455304280637-0.004116095811014704j) (0.5+0j)
764.8154067008691 (0.5+0j) (0.23930756909326723+0.004170063212160404j) (0.2393075690932679-0.0041700632121602745j) (0.5+0j)
768.9495440343873 (0.5+0j) (0.24110998653096635+0.004224186617109307j) (0.24110998653096705-0.004224186617109172j) (0.5+0j)
773.0836813679055 (0.5+0j) (0.24289983475726082+0.004278428322395323j) (0.24289983475726154-0.004278428322395183j) (0.5+0j)
777.2178187014238 (0.5+0j) (0.24467512776588451+0.004332749609076298j) (0.24467512776588524-0.0043327496090761536j) (0.5+0j)
781.351956034942 (0.5+0j) (0.24643386756072444+0.0043871107963135494j) (0.24643386756072516-0.004387110796313399j) (0.5+0j)
785.4860933684602 (0.5+0j) (0.2481740477387704+0.004441471299839213j) (0.2481740477387711-0.004441471299839058j) (0.5+0j)
789.6202307019784 (0.5+0j) (0.24989365722793372+0.004495789695235124j) (0.24989365722793444-0.004495789695234964j) (0.5+0j)
793.7543680354966 (0.5+0j) (0.2515906841682316+0.00455002378591736j) (0.2515906841682323-0.004550023785917195j) (0.5+0j)
797.8885053690148 (0.5+0j) (0.2532631199236716+0.004604130675690786j) (0.2532631199236724-0.004604130675690617j) (0.5+0j)
802.022642702533 (0.5+0j) (0.25490896321106005+0.004658066845708078j) (0.2549089632110608-0.0046580668457079045j) (0.5+0j)
806.1567800360511 (0.5+0j) (0.25652622433090466+0.004711788235638033j) (0.25652622433090544-0.004711788235637855j) (0.5+0j)
810.2909173695693 (0.5+0j) (0.25811292948460596+0.004765250328818669j) (0.25811292948460673-0.004765250328818488j) (0.5+0j)
814.4250547030877 (0.5+0j) (0.25966712516122736+0.004818408241142052j) (0.25966712516122814-0.0048184082411418675j) (0.5+0j)
818.5591920366059 (0.5+0j) (0.26118688257633127+0.004871216813390117j) (0.26118688257633205-0.0048712168133899295j) (0.5+0j)
822.693329370124 (0.5+0j) (0.2626703021446544+0.004923630706714227j) (0.2626703021446552-0.004923630706714036j) (0.5+0j)
826.8274667036422 (0.5+0j) (0.26411551796779864+0.004975604500926203j) (0.2641155179677994-0.0049756045009260105j) (0.5+0j)
830.9616040371604 (0.5+0j) (0.26552070231762287+0.005027092795245086j) (0.26552070231762365-0.005027092795244892j) (0.5+0j)
835.0957413706786 (0.5+0j) (0.266884070095655+0.00507805031112235j) (0.2668840700956558-0.005078050311122154j) (0.5+0j)
839.2298787041968 (0.5+0j) (0.26820388324862493+0.005128431996749328j) (0.2682038832486257-0.005128431996749131j) (0.5+0j)
843.3640160377151 (0.5+0j) (0.2694784551200608+0.0051781931328324935j) (0.2694784551200616-0.005178193132832297j) (0.5+0j)
847.4981533712333 (0.5+0j) (0.2707061547179661+0.005227289439208595j) (0.2707061547179669-0.005227289439208397j) (0.5+0j)
851.6322907047515 (0.5+0j) (0.2718854108787261+0.0052756771818591765j) (0.27188541087872686-0.005275677181858977j) (0.5+0j)
855.7664280382697 (0.5+0j) (0.27301471630769253+0.005323313279874849j) (0.2730147163076933-0.005323313279874648j) (0.5+0j)
859.9005653717879 (0.5+0j) (0.2740926314773235+0.0053701554119133365j) (0.27409263147732427-0.005370155411913134j) (0.5+0j)
864.0347027053061 (0.5+0j) (0.27511778836431366+0.005416162121691932j) (0.27511778836431444-0.00541616212169173j) (0.5+0j)
868.1688400388243 (0.5+0j) (0.2760888940078407+0.005461292922054652j) (0.2760888940078415-0.00546129292205445j) (0.5+0j)
